src,dst,messages_sent,messages_received,messages_total,contribution_index
andreas38311894,andreas38311894,1,1,2,0.0
arjunstonks,arjunstonks,1,1,2,0.0
ayobbigwin,ayobbigwin,1,1,2,0.0
blessyoumark,blessyoumark,1,1,2,0.0
bonosjrvm,bonosjrvm,1,1,2,0.0
c_sipuye,c_sipuye,1,1,2,0.0
carvao_oficial,carvao_oficial,1,1,2,0.0
coindelisi,gs_c130,0,1,1,-1.0
crypto888999,crypto888999,1,1,2,0.0
cryptodavyjones,cryptodavyjones,1,1,2,0.0
cryptodollax,cryptodollax,1,1,2,0.0
cryptoinvestspy,cryptoinvestspy,1,1,2,0.0
divergentsimian,divergentsimian,1,1,2,0.0
draidonhealz,draidonhealz,1,1,2,0.0
ekremoban20,ekremoban20,1,1,2,0.0
enginserkanhot1,enginserkanhot1,1,1,2,0.0
eren_202020,ibrahim42039719,0,1,1,-1.0
freaky_g88,freaky_g88,1,1,2,0.0
gokayyilmaz88,gokayyilmaz88,1,1,2,0.0
hellzknight666,hellzknight666,1,1,2,0.0
hoy453,hoy453,1,1,2,0.0
ikakiraz,ikakiraz,1,1,2,0.0
ivanoats,ivanoats,1,1,2,0.0
jayminpatel2020,jayminpatel2020,2,2,4,0.0
jesussanchez924,jesussanchez924,1,1,2,0.0
jojojo43685808,jojojo43685808,1,1,2,0.0
kamilcanakcasyr,kamilcanakcasyr,1,1,2,0.0
kazuman61839524,kazuman61839524,1,1,2,0.0
kenkouyosh1,kenkouyosh1,1,1,2,0.0
kyhnozcnn,kyhnozcnn,1,1,2,0.0
lazaklim,lazaklim,1,1,2,0.0
lifeporterh,lifeporterh,1,1,2,0.0
lonecut,lonecut,1,1,2,0.0
mahal_pororot,mahal_pororot,1,1,2,0.0
mrtronx,mrtronx,1,1,2,0.0
nesih_25,nesih_25,1,1,2,0.0
nigelwatts13,llanr0g,0,1,1,-1.0
notonsif,notonsif,1,1,2,0.0
remybroun,remybroun,1,1,2,0.0
sar_destan,sar_destan,1,1,2,0.0
shandagurski5,shandagurski5,1,1,2,0.0
si_sanus,si_sanus,1,1,2,0.0
snowbambi0423,snowbambi0423,1,1,2,0.0
tahir_tertemiz,cryptobender35,1,0,1,1.0
temimaro1,temimaro1,1,1,2,0.0
the_sant050,the_sant050,1,1,2,0.0
thinkinggreeks,nikoalb90,0,1,1,-1.0
unique2609,simplyheres,1,0,1,1.0
vincent_300463,vincent_300463,1,1,2,0.0
wonx316,wonx316,1,1,2,0.0
wyapimpin,wyapimpin,1,1,2,0.0
yyynizzle,yyynizzle,2,2,4,0.0
zetitop,zetitop,1,1,2,0.0
05_ten,05_ten,1,1,2,0.0
15ugav9sfvufeps,15ugav9sfvufeps,1,1,2,0.0
alicesaber,alicesaber,1,1,2,0.0
andirahman182,andirahman182,1,1,2,0.0
aouariz,aouariz,1,1,2,0.0
asuraaxiuluo,asuraaxiuluo,1,1,2,0.0
b0bcrypto,pokerbr3t,0,1,1,-1.0
ba_fund,ba_fund,1,1,2,0.0
bitcoin_astro,shiang131,0,1,1,-1.0
casitrades,casitrades,2,2,4,0.0
cdlcpics_nft,omar_valdesart,2,0,2,1.0
cryptobullsh1,ravencoint,1,0,1,1.0
cryptohamm,jacktheoiler,1,0,1,1.0
cucuizm,cucuizm,1,1,2,0.0
dewijajul,dewijajul,1,1,2,0.0
docmarmott,docmarmott,1,1,2,0.0
dollarcostavg,dollarcostavg,1,1,2,0.0
e1revoltoso,e1revoltoso,1,1,2,0.0
efecany77361171,efecany77361171,1,1,2,0.0
emillefeuille,emillefeuille,3,3,6,0.0
epcot7,epcot7,2,2,4,0.0
ercetinmd,ercetinmd,1,1,2,0.0
flyinmini,flyinmini,1,1,2,0.0
freemyfree41,freemyfree41,1,1,2,0.0
gamblerfin,itssaurabhpatil,0,1,1,-1.0
gsmuslera41,gsmuslera41,2,2,4,0.0
haerenkeren,haerenkeren,1,1,2,0.0
haijepieter,haijepieter,1,1,2,0.0
herryxu_,herryxu_,1,1,2,0.0
hoanganhquoc78,hoanganhquoc78,1,1,2,0.0
ibura1980,ibura1980,1,1,2,0.0
infrapolitics,infrapolitics,1,1,2,0.0
jansmatera,jansmatera,1,1,2,0.0
jmlshr154,jmlshr154,1,1,2,0.0
jorikrosaar,jorikrosaar,1,1,2,0.0
jrut1119my,jrut1119my,1,1,2,0.0
jsboki,jsboki,1,1,2,0.0
kimberlyanne_27,kimberlyanne_27,1,1,2,0.0
kleinbl00,kleinbl00,1,1,2,0.0
kriptoveli11,nycryptoyoshi,1,0,1,1.0
loste12522724,loste12522724,1,1,2,0.0
marius09357350,webdollar_io,1,0,1,1.0
mattwil14809210,mattwil14809210,1,1,2,0.0
maubigwinn_,maubigwinn_,1,1,2,0.0
ninahei_,mas_karimkhanii,1,0,1,1.0
nurcanmandal,nurcanmandal,1,1,2,0.0
otoku_kani,otoku_kani,2,2,4,0.0
prashan83155756,prashan83155756,1,1,2,0.0
prettykeli,fleeboyjetson1,0,1,1,-1.0
r_r_crypto,r_r_crypto,1,1,2,0.0
red33386,red33386,1,1,2,0.0
rena613630,rena613630,1,1,2,0.0
savvychain,savvychain,2,2,4,0.0
sayimrocksox,sayimrocksox,1,1,2,0.0
sehunsaphrodite,sehunsaphrodite,1,1,2,0.0
sen_shiki69,sen_shiki69,1,1,2,0.0
sh_jbt,sh_jbt,1,1,2,0.0
she_love96,she_love96,1,1,2,0.0
t_a_s_n_y_m_,t_a_s_n_y_m_,1,1,2,0.0
xamiefest,xamiefest,1,1,2,0.0
xepbrannigan,xepbrannigan,1,1,2,0.0
yhrw80,yhrw80,1,1,2,0.0
1kasssab,nifo400,0,1,1,-1.0
3xk6zvhcqlyejjz,3xk6zvhcqlyejjz,2,2,4,0.0
abuzerkelleci,ofegin,1,0,1,1.0
airdropcu42,airdropcu42,1,1,2,0.0
badrcryp,badrcryp,1,1,2,0.0
blackcanl,blackcanl,1,1,2,0.0
chalkyzero,chalkyzero,1,1,2,0.0
cristiangoza,cristiangoza,1,1,2,0.0
crops88,crops88,1,1,2,0.0
cryptopunk369,cryptopunk369,1,1,2,0.0
czarv13,czarv13,1,1,2,0.0
deceptive_queen,deceptive_queen,1,1,2,0.0
denizmaisi07,denizmaisi07,1,1,2,0.0
ganti_akunbru77,ganti_akunbru77,1,1,2,0.0
hayeknowledge,hayeknowledge,1,1,2,0.0
holy_horsee,holy_horsee,1,1,2,0.0
julien44565909,julien44565909,1,1,2,0.0
karaca_cihangir,karaca_cihangir,1,1,2,0.0
kenyanfever254,kenyanfever254,1,1,2,0.0
kerametsr,kerametsr,1,1,2,0.0
kobenan35216059,kobenan35216059,5,5,10,0.0
kriptobenja,kriptobenja,2,2,4,0.0
ksaa1833,ksaa1833,1,1,2,0.0
loopsschub,loopsschub,3,3,6,0.0
lux22g,lux22g,1,1,2,0.0
madalinilie74,madalinilie74,1,1,2,0.0
maksayelah,maksayelah,2,2,4,0.0
mercace_,mercace_,1,1,2,0.0
minostyle_0n0,minostyle_0n0,1,1,2,0.0
miwamokichi,miwamokichi,1,1,2,0.0
murat_gokbayrak,murat_gokbayrak,1,1,2,0.0
mustafa79933275,mustafa79933275,1,1,2,0.0
nebula_41,btc_bucket,0,2,2,-1.0
oluwarotimimuiz,oluwarotimimuiz,1,1,2,0.0
p1970511,p1970511,1,1,2,0.0
pedroneillnft,lbripsncrypt,1,0,1,1.0
readyplayerosh,readyplayerosh,1,1,2,0.0
sefilcryptocu,sefilcryptocu,1,1,2,0.0
sheriucar,sheriucar,1,1,2,0.0
shulinrouge,shulinrouge,2,2,4,0.0
soro0013648,soro0013648,1,1,2,0.0
thaiktun11,thaiktun11,1,1,2,0.0
thepitcher054,thepitcher054,1,1,2,0.0
tip73366086,tip73366086,2,2,4,0.0
tirinhoo7,tirinhoo7,1,1,2,0.0
totally13846506,totally13846506,1,1,2,0.0
tothelifeboats,1way_xrp,0,1,1,-1.0
tradercocain,tradercocain,1,1,2,0.0
ugur_sahin_54,ugur_sahin_54,1,1,2,0.0
vakil_pandey,vakil_pandey,1,1,2,0.0
volumemonitor,volumemonitor,11,11,22,0.0
xbulletproof1,xbulletproof1,1,1,2,0.0
xxhonnin,xxhonnin,1,1,2,0.0
yykaracabeyy,yykaracabeyy,1,1,2,0.0
zeljko66849251,zeljko66849251,1,1,2,0.0
1kasssab,1kasssab,3,3,6,0.0
62830kinnbigwin,62830kinnbigwin,1,1,2,0.0
abbybuzzying,abbybuzzying,2,2,4,0.0
ahyameteh,ahyameteh,1,1,2,0.0
ali_parsbaz_369,ali_parsbaz_369,1,1,2,0.0
anderpart,anderpart,1,1,2,0.0
atokdase,atokdase,1,1,2,0.0
badaglbarbaros1,badaglbarbaros1,1,1,2,0.0
bakler163,bakler163,1,1,2,0.0
berkesohtaa,berkesohtaa,1,1,2,0.0
bitcohamu,bitcohamu,2,2,4,0.0
bitpromotool,bitpromotool,8,8,16,0.0
cakescelm,chittykwesy5,0,1,1,-1.0
carlcrona,carlcrona,1,1,2,0.0
cassidaleo,cassidaleo,1,1,2,0.0
comoaustralia,comoaustralia,1,1,2,0.0
daytr_1,daytr_1,1,1,2,0.0
decbigwins,decbigwins,1,1,2,0.0
delilahsissy,delilahsissy,1,1,2,0.0
emin_ekmen,ntunc12,1,0,1,1.0
fittipeca,fittipeca,1,1,2,0.0
game_of_allure,piti_pui,1,0,1,1.0
groovy_ky,groovy_ky,1,1,2,0.0
hafafspecial,hafafspecial,1,1,2,0.0
hoangan15696827,hoangan15696827,1,1,2,0.0
hotchners1,hotchners1,1,1,2,0.0
hwanniewin,hwanniewin,1,1,2,0.0
hwha0831,hwha0831,3,3,6,0.0
ibnufaqih77,ibnufaqih77,1,1,2,0.0
ipsalaitiraf,ipsalaitiraf,1,1,2,0.0
jaemcityxxyt,jaemcityxxyt,1,1,2,0.0
jia67159547,jia67159547,1,1,2,0.0
ka95112600,ka95112600,1,1,2,0.0
kelschima,kelschima,1,1,2,0.0
kryptokarlie,kryptokarlie,1,1,2,0.0
mahill1996,mahill1996,1,1,2,0.0
mangofarmassets,cryptobullsh1,0,1,1,-1.0
matksliwinski,matksliwinski,1,1,2,0.0
maulana_gaharu,maulana_gaharu,2,2,4,0.0
memostaaa,memostaaa,1,1,2,0.0
mezanrahman007,mezanrahman007,1,1,2,0.0
nals881,nals881,2,2,4,0.0
nanslate,guidekk,0,1,1,-1.0
nftgurl5,nftgurl5,1,1,2,0.0
nononooow,nononooow,1,1,2,0.0
ohmycityx,ohmycityx,1,1,2,0.0
onerewin,onerewin,1,1,2,0.0
orlando81680,orlando81680,1,1,2,0.0
oscardiyorki,oscardiyorki,1,1,2,0.0
rastadco,rastadco,2,2,4,0.0
redhoodcapital,redhoodcapital,1,1,2,0.0
shahin1050,shahin1050,4,4,8,0.0
simlalasim,simlalasim,1,1,2,0.0
sovaannn,sovaannn,1,1,2,0.0
st1x_za,st1x_za,1,1,2,0.0
trafalgarl9,trafalgarl9,1,1,2,0.0
tvervekken,tvervekken,1,1,2,0.0
ty_unofficial,ty_unofficial,1,1,2,0.0
uzzzuuunadam,uzzzuuunadam,3,3,6,0.0
xdciting,xdciting,1,1,2,0.0
0k1a2z4u,0k1a2z4u,1,1,2,0.0
1kasssab,15socl,2,1,3,0.33
artistic_3d,artistic_3d,1,1,2,0.0
babylionnft,fat32_eth,0,1,1,-1.0
balelucias,balelucias,1,1,2,0.0
behroozparizad7,behroozparizad7,1,1,2,0.0
benoit33303279,benoit33303279,3,3,6,0.0
cappriccaa,cappriccaa,1,1,2,0.0
cecilphd,cecilphd,1,1,2,0.0
chawsiew75,chawsiew75,1,1,2,0.0
cryptoguruatx,cryptoguruatx,1,1,2,0.0
erkan76605182,erkan76605182,3,3,6,0.0
fruzannalbanto1,fruzannalbanto1,1,1,2,0.0
gamdom,m1__eth,0,2,2,-1.0
hasan82918562,hasan82918562,1,1,2,0.0
haydardikkayali,haydardikkayali,1,1,2,0.0
hungpro1605,hungpro1605,1,1,2,0.0
illicrystal,illicrystal,1,1,2,0.0
in_isiye06burak,in_isiye06burak,1,1,2,0.0
jakeeswoodhouse,jakeeswoodhouse,1,1,2,0.0
jayachandran_ji,jayachandran_ji,1,1,2,0.0
kdr55bln,kdr55bln,1,1,2,0.0
khairanievy,khairanievy,1,1,2,0.0
korelisamuray,korelisamuray,1,1,2,0.0
kuhakuichijou,kuhakuichijou,1,1,2,0.0
lucalucadontiku,lucalucadontiku,1,1,2,0.0
mamacita5826,mamacita5826,1,1,2,0.0
mariya_peeva,mariya_peeva,1,1,2,0.0
maxso44,maxso44,2,2,4,0.0
mihiro_ichigo,mihiro_ichigo,2,2,4,0.0
mmm96354114,mmm96354114,1,1,2,0.0
morethanimages,morethanimages,1,1,2,0.0
mx12levins,raretoshi,1,1,2,0.0
nadnerb217,nadnerb217,2,2,4,0.0
nizamcil,nizamcil,1,1,2,0.0
onlyfeneronlyou,onlyfeneronlyou,1,1,2,0.0
parateorisi,parateorisi,1,1,2,0.0
paspayi1234,quest8181,0,1,1,-1.0
playbitcz,playbitcz,1,1,2,0.0
raveenaahhh,raveenaahhh,1,1,2,0.0
realmetanurse,ivanpet89192969,1,0,1,1.0
rensar_7,rensar_7,1,1,2,0.0
robbertucci,robbertucci,1,1,2,0.0
siempreliberta3,siempreliberta3,2,2,4,0.0
skankhunt42_btc,skankhunt42_btc,4,4,8,0.0
souravb41428808,souravb41428808,1,1,2,0.0
sudheerhar,sudheerhar,1,1,2,0.0
sukesan_1996,sukesan_1996,1,1,2,0.0
the_lsd_project,the_lsd_project,1,1,2,0.0
tlasthemoon,tlasthemoon,1,1,2,0.0
tmtm06180202,tmtm06180202,3,3,6,0.0
unsanco,unsanco,1,1,2,0.0
vu_scott,vu_scott,1,1,2,0.0
yedeyesp,yedeyesp,1,1,2,0.0
yikaime,yikaime,1,1,2,0.0
yldray91,yldray91,1,1,2,0.0
ynsfrk,ynsfrk,1,1,2,0.0
0212imsosorry,0212imsosorry,1,1,2,0.0
aisuven,aisuven,1,1,2,0.0
albertzwalve,albertzwalve,1,1,2,0.0
andzsy,pokkst,1,0,1,1.0
aytekno2,adesiderocrypto,1,0,1,1.0
biswas_easin,biswas_easin,1,1,2,0.0
blwalter929,blwalter929,1,1,2,0.0
bobo6qc6mgkvile,bobo6qc6mgkvile,1,1,2,0.0
bonosjrvm,funontheride,1,0,1,1.0
cryptoguna1,cryptoguna1,1,1,2,0.0
dasminto_eth,eatingthedip,0,1,1,-1.0
davemcilroy,davemcilroy,1,1,2,0.0
doc_dr_,doc_dr_,1,1,2,0.0
erayylm77619944,nft19ram0n,1,0,1,1.0
ersinberber1231,ersinberber1231,1,1,2,0.0
ervinak9,ervinak9,1,1,2,0.0
guumihoo,guumihoo,1,1,2,0.0
hasan__erturk,hasan__erturk,2,2,4,0.0
imran46944,imran46944,1,1,2,0.0
infraredsky09,infraredsky09,4,4,8,0.0
inspiringmusik,inspiringmusik,1,1,2,0.0
j0jg9oagypappbl,komekkorice,1,2,3,-0.33
jade37748,chelsea0000020,2,0,2,1.0
jbarsody,jbarsody,1,1,2,0.0
jesusmorasosa1,jesusmorasosa1,1,1,2,0.0
km87xwsexokwlxi,km87xwsexokwlxi,1,1,2,0.0
konohimefr,konohimefr,2,2,4,0.0
lfp_luca,lfp_luca,2,2,4,0.0
marbank08,marbank08,1,1,2,0.0
mbruel,mbruel,2,2,4,0.0
miajuddinm,miajuddinm,1,1,2,0.0
mineyour_biz,mineyour_biz,2,2,4,0.0
msr0seannepark,msr0seannepark,1,1,2,0.0
nailede07004727,nailede07004727,1,1,2,0.0
nao70000rr,airdropbishop,1,0,1,1.0
nariaking2021,nariaking2021,2,2,4,0.0
ney_1a,ney_1a,1,1,2,0.0
olakita16405377,olakita16405377,1,1,2,0.0
once_uponaline,once_uponaline,1,1,2,0.0
oo_flvdg,oo_flvdg,1,1,2,0.0
pepe_btc,pepe_btc,9,9,18,0.0
phamtun90340480,phamtun90340480,1,1,2,0.0
roselg13,roselg13,1,1,2,0.0
saitamaburn,saitamaburn,1,1,2,0.0
sammyboy1987,sammyboy1987,1,1,2,0.0
sebastiaemr,sebastiaemr,1,1,2,0.0
seed555557,seed555557,2,2,4,0.0
sercihankraci,sercihankraci,1,1,2,0.0
sidehustleinspo,sidehustleinspo,4,4,8,0.0
snowicing_sh,snowicing_sh,1,1,2,0.0
spaceballseth,tommaxofficial,0,2,2,-1.0
tellibalo1,tellibalo1,1,1,2,0.0
thatstocksgirle,thatstocksgirle,3,3,6,0.0
uyndrmaservisi,uyndrmaservisi,2,2,4,0.0
2rzfhptyo1po0n1,2rzfhptyo1po0n1,1,1,2,0.0
7335ack,7335ack,1,1,2,0.0
alex_cryptoh,alex_cryptoh,1,1,2,0.0
almasutebaev,almasutebaev,1,1,2,0.0
asiye__,asiye__,1,1,2,0.0
bigdaddy198086,9modano,1,0,1,1.0
btc_bernoulli,btc_bernoulli,1,1,2,0.0
carbonwhack,carbonwhack,1,1,2,0.0
cengiz71136276,cengiz71136276,1,1,2,0.0
creaturetoadz,novath_eth,0,2,2,-1.0
criptonovato3,jaimecloudman,0,1,1,-1.0
cryptokor01,cryptokor01,2,2,4,0.0
crypton00b22,crypton00b22,1,1,2,0.0
elmo00933605,elmo00933605,1,1,2,0.0
hoanganhquoc8,hoanganhquoc8,1,1,2,0.0
hunterisback14,hunterisback14,1,1,2,0.0
iamyoursrei,iamyoursrei,1,1,2,0.0
imaimanurhayati,imaimanurhayati,1,1,2,0.0
jeverettcnft93,jeverettcnft93,1,1,2,0.0
jiimicityx,jiimicityx,1,1,2,0.0
k3njilnr,k3njilnr,2,2,4,0.0
karthik21610491,karthik21610491,1,1,2,0.0
kayikayiboo,kayikayiboo,1,1,2,0.0
kwonrengyuu,kwonrengyuu,1,1,2,0.0
le5xxu2khskzol8,le5xxu2khskzol8,2,2,4,0.0
luckydoky1,luckydoky1,1,1,2,0.0
madaniniki,madaniniki,1,1,2,0.0
mehmeta05525090,mehmeta05525090,1,1,2,0.0
metaversenft4,metaversenft4,1,1,2,0.0
missufe_nishiii,missufe_nishiii,1,1,2,0.0
najaeminnxxx,najaeminnxxx,1,1,2,0.0
neon98523108,neon98523108,1,1,2,0.0
ofsaytramazan,ofsaytramazan,1,1,2,0.0
osmanba36649709,osmanba36649709,2,2,4,0.0
oualadahmed,oualadahmed,1,1,2,0.0
poroeth,poroeth,1,1,2,0.0
prashantjcha,prashantjcha,1,1,2,0.0
rduenas11,rduenas11,1,1,2,0.0
restuibubigwin,restuibubigwin,1,1,2,0.0
riaria903,riaria903,1,1,2,0.0
rongilaj,rongilaj,1,1,2,0.0
santakaikan,santakaikan,8,8,16,0.0
selcuk01500,selcuk01500,1,1,2,0.0
selcuk_0_,selcuk_0_,1,1,2,0.0
shadowproof_gg,shadowproof_gg,1,1,2,0.0
sonalperen76,sonalperen76,1,1,2,0.0
sparrowwallet,getumbrel,1,0,1,1.0
szclairdelune,szclairdelune,2,2,4,0.0
theedominatrix_,theedominatrix_,1,1,2,0.0
utkutzn14,utkutzn14,1,1,2,0.0
wankherma,wankherma,1,1,2,0.0
xxoliame,xxoliame,1,1,2,0.0
yilmaz91434710,yilmaz91434710,1,1,2,0.0
ymoon63397840,ymoon63397840,1,1,2,0.0
0x4lireza,pedrawms,0,1,1,-1.0
1mahmutib,1mahmutib,1,1,2,0.0
50egl,50egl,1,1,2,0.0
52777725eth,52777725eth,1,1,2,0.0
_iona401,_iona401,1,1,2,0.0
ahmadri12808300,ahmadri12808300,1,1,2,0.0
ake_rte,ake_rte,1,1,2,0.0
amaratazegul,amaratazegul,1,1,2,0.0
awdwuni4,awdwuni4,1,1,2,0.0
bbkfi,fabiohonorio4,0,1,1,-1.0
belionxx,belionxx,1,1,2,0.0
bevanwilson101,bevanwilson101,2,2,4,0.0
bhung1394,bhung1394,1,1,2,0.0
bikalbim,bikalbim,1,1,2,0.0
bitcoingodzilla,passerby696,0,1,1,-1.0
brkkbk1,brkkbk1,1,1,2,0.0
btc_onemillion,btc_onemillion,3,3,6,0.0
cebong161,cebong161,1,1,2,0.0
ch_0901,ch_0901,1,1,2,0.0
chartpron,chartpron,1,1,2,0.0
chrisalaimo6,chrisalaimo6,1,1,2,0.0
cloudhcxx_11,cloudhcxx_11,1,1,2,0.0
dan_gheorghe,dan_gheorghe,1,1,2,0.0
dorueron,dorueron,1,1,2,0.0
esra80942919,esra80942919,1,1,2,0.0
floorisrising,the_readingape,0,1,1,-1.0
foolboyq_,attorneyseal1,1,0,1,1.0
galatasarayy06,galatasarayy06,1,1,2,0.0
hasankinac,hasankinac,1,1,2,0.0
hyargina,hyargina,1,1,2,0.0
ilgazsumnulu,ilgazsumnulu,1,1,2,0.0
invasionmsia,kzuhairi,1,0,1,1.0
isokoboprophet,isokoboprophet,6,6,12,0.0
jesuislinfo,jesuislinfo,1,1,2,0.0
jkkanenasi,jkkanenasi,2,2,4,0.0
kamuranaclan,kamuranaclan,1,1,2,0.0
kimung_bdg,kimung_bdg,1,1,2,0.0
kratkette,kratkette,1,1,2,0.0
lebahuwu,lebahuwu,1,1,2,0.0
lebondd,lebondd,1,1,2,0.0
luisemiliocarre,luisemiliocarre,1,1,2,0.0
macharekysa,macharekysa,1,1,2,0.0
mad_somad18,mad_somad18,1,1,2,0.0
mianbilal_6699,mianbilal_6699,1,1,2,0.0
monessto,monessto,1,1,2,0.0
naomao00418,naomao00418,1,1,2,0.0
navakarmapicky,navakarmapicky,1,1,2,0.0
outofpocket_oop,outofpocket_oop,1,1,2,0.0
petrol1960,petrol1960,2,2,4,0.0
pinstripejustin,pinstripejustin,1,1,2,0.0
prograsivemusic,prograsivemusic,1,1,2,0.0
sagor217,sagor217,1,1,2,0.0
seyda_aykac,seyda_aykac,1,1,2,0.0
sugiant63856936,sugiant63856936,2,2,4,0.0
thewinnerspace,thewinnerspace,1,1,2,0.0
yaar94020298,yaar94020298,1,1,2,0.0
yossymsys,yossymsys,2,2,4,0.0
zygfjk,zygfjk,1,1,2,0.0
2013androidddd,2013androidddd,2,2,4,0.0
64ahmet64,64ahmet64,1,1,2,0.0
amirhafizhisham,amirhafizhisham,1,1,2,0.0
austria_btc,austria_btc,3,3,6,0.0
avcilarinaziz,avcilarinaziz,1,1,2,0.0
bayramozcelik,bayramozcelik,1,1,2,0.0
belayneshyehay4,belayneshyehay4,2,2,4,0.0
bloodsncrypts,bloodsncrypts,1,1,2,0.0
butmuri,butmuri,1,1,2,0.0
cekinikkgen,cekinikkgen,1,1,2,0.0
charles42367069,charles42367069,1,1,2,0.0
cholwarda,cholwarda,1,1,2,0.0
congratskmwin,congratskmwin,1,1,2,0.0
daiki8849100,daiki8849100,1,1,2,0.0
daniel11120484,daniel11120484,1,1,2,0.0
dettaready2win,dettaready2win,1,1,2,0.0
donbitizer,donbitizer,1,1,2,0.0
dougsant0x,dougsant0x,1,1,2,0.0
drmz_ufk,drmz_ufk,1,1,2,0.0
edu47486355,edu47486355,1,1,2,0.0
erdemlilig,erdemlilig,1,1,2,0.0
freakylemgang,freakylemgang,1,1,2,0.0
gkc04584914,gkc04584914,1,1,2,0.0
harryjxrp,harryjxrp,1,1,2,0.0
hermantobkw,hermantobkw,2,2,4,0.0
hinhinhinga,hinhinhinga,1,1,2,0.0
jiro320,jiro320,1,1,2,0.0
juanitshibero,juanitshibero,1,1,2,0.0
kaisou_cat_rt,kaisou_cat_rt,1,1,2,0.0
leekh1,leekh1,2,2,4,0.0
lnrdlion,lnrdlion,1,1,2,0.0
luisrodz01,luisrodz01,1,1,2,0.0
mikaze777,mikaze777,2,2,4,0.0
mirko18036494,mirko18036494,1,1,2,0.0
moodelmoro1,moodelmoro1,2,2,4,0.0
mppt8514,mppt8514,1,1,2,0.0
muhamme52219993,muhamme52219993,1,1,2,0.0
muhammet201811,muhammet201811,1,1,2,0.0
namidacompany,namidacompany,1,1,2,0.0
nhsmith,nhsmith,1,1,2,0.0
obinomendavid,obinomendavid,1,1,2,0.0
olajiireyousluv,olajiireyousluv,1,1,2,0.0
olobojay,olobojay,1,1,2,0.0
ponchan_kzk,ponchan_kzk,1,1,2,0.0
raitocrypto,raitocrypto,1,1,2,0.0
sahil_kassam,sahil_kassam,1,1,2,0.0
sangeethcrypto,fraserr09172926,1,0,1,1.0
senolbaykallar,senolbaykallar,1,1,2,0.0
sheepimnida,sheepimnida,1,1,2,0.0
sumarnoku,sumarnoku,1,1,2,0.0
supesuonna,bitdaya,1,0,1,1.0
the_funge,the_funge,1,1,2,0.0
titi007leleux,titi007leleux,1,1,2,0.0
vechainhodler,vechainhodler,1,1,2,0.0
veenasingh73,veenasingh73,1,1,2,0.0
xfiquet31,xfiquet31,1,1,2,0.0
2018yeniden,2018yeniden,1,1,2,0.0
aceng61855984,aceng61855984,1,1,2,0.0
aggi_ada,aggi_ada,1,1,2,0.0
ariman45703580,ariman45703580,1,1,2,0.0
arsalanatique1,arsalanatique1,1,1,2,0.0
aykutaylak,aykutaylak,1,1,2,0.0
bencoin4,bencoin4,1,1,2,0.0
betsyonyema6,betsyonyema6,1,1,2,0.0
bsmh2211b,bsmh2211b,1,1,2,0.0
canhilal1818,canhilal1818,2,2,4,0.0
carlathepoet,carlathepoet,2,2,4,0.0
cryptostewe,cryptostewe,1,1,2,0.0
deryaaaolu5,deryaaaolu5,1,1,2,0.0
ekmeksk,ekmeksk,1,1,2,0.0
elaleadal2,elaleadal2,1,1,2,0.0
elena_acp,elena_acp,1,1,2,0.0
fadlanazmi7,fadlanazmi7,1,1,2,0.0
fk9oc52sfjijyyq,fk9oc52sfjijyyq,1,1,2,0.0
flashkind1,flashkind1,1,1,2,0.0
gadgetdaisuki,gadgetdaisuki,1,1,2,0.0
gem_sniper,gem_sniper,1,1,2,0.0
godspoweromiebi,godspoweromiebi,1,1,2,0.0
guni_gunil,guni_gunil,1,1,2,0.0
henrik190840,henrik190840,1,1,2,0.0
iiiakay,iiiakay,1,1,2,0.0
investdicht,investdicht,1,1,2,0.0
jacekmering,jacekmering,1,1,2,0.0
jtheretohelp1,jtheretohelp1,1,1,2,0.0
kevinlin831013,kevinlin831013,1,1,2,0.0
kidbold,kidbold,1,1,2,0.0
krtl_55,krtl_55,1,1,2,0.0
kryptohunter00,kryptohunter00,2,2,4,0.0
lifuiolor,lifuiolor,1,1,2,0.0
mady18383614,mady18383614,1,1,2,0.0
masternodesla,masternodesla,1,1,2,0.0
mdpolin20,mdpolin20,1,1,2,0.0
mert81964555,mert81964555,1,1,2,0.0
mrs2508008,mrs2508008,1,1,2,0.0
murdaawg,murdaawg,1,1,2,0.0
mx12levins,xbttrader,1,0,1,1.0
mymidacademia,mymidacademia,1,1,2,0.0
night_sky93,night_sky93,1,1,2,0.0
nwrnutt,nwrnutt,1,1,2,0.0
obistiff,obistiff,1,1,2,0.0
panuccos87,panuccos87,1,1,2,0.0
sudhirmuduli3,sudhirmuduli3,1,1,2,0.0
swartzcityx20,swartzcityx20,1,1,2,0.0
tigrayyouthntwk,brucksemena,0,1,1,-1.0
tlbhrqj70a30rne,tlbhrqj70a30rne,1,1,2,0.0
treacy_terry,treacy_terry,1,1,2,0.0
uzaigbe123,uzaigbe123,1,1,2,0.0
vngvu88,vngvu88,1,1,2,0.0
winbigbellxcity,winbigbellxcity,1,1,2,0.0
x4_btc,karen_humetu08,1,0,1,1.0
xyptoxpixo,xyptoxpixo,1,1,2,0.0
ycx91,singaporedegen,0,1,1,-1.0
zgwyipaiyisheng,zgwyipaiyisheng,1,1,2,0.0
7g84ylq3sgsxnvi,7g84ylq3sgsxnvi,1,1,2,0.0
91nuntxfllclyfz,91nuntxfllclyfz,1,1,2,0.0
_bulqissa,_bulqissa,1,1,2,0.0
abdulkerimgkta8,abdulkerimgkta8,1,1,2,0.0
