dst,src,src_followers_count,src_friends_count,created_at,src_favourites_count,twitter_query,src_screen_name,dst_screen_name,hashtags,dst_name,time,src_id_str,text,src_listed_count,dst_id_str,src_name,src_statuses_count,time_
cantering_clerk,cantering_clerk,5130,78,Sun Nov 28 21:09:05 +0000 2021,0,BTC,Cantering_Clerk,Cantering_Clerk,,Ryan 🐎 Cantering Clark,1638133745,910381608812863489,RT @CanteringClark: How much of your crypto portfolio is in stablecoins or cash equivalents right now? $BTC $ETH,1,,Ryan 🐎 Cantering Clark,575,['1638057600-1638144000']
cryptobeck,cryptobeck,26,72,Mon Dec 20 08:59:11 +0000 2021,2215,BTC,cryptobeck,cryptobeck,,CryptoBeck,1639990751,760400937936625664,"RT @trentrichards1: As we are finishing up 2021, we are planning 2022. I just can't tell you how excited I am for what the Metrix Coin team…",0,,CryptoBeck,2344,['1639958400-1640044800']
douglasvlc,douglasvlc,361,337,Sun Dec 05 13:38:50 +0000 2021,8164,BTC,douglasvlc,douglasvlc,,DougEA,1638711530,860407394,"@Anton__BTC i don't think you're wrong. if this is a C it should go below 40k, right?",4,,DougEA,12956,['1638662400-1638748800']
elondrugs,elondrugs,31,286,Sun Nov 28 21:04:11 +0000 2021,2374,BTC,elondrugs,elondrugs,BTC,Elon Drugs,1638133451,1342939639947153419,RT @TradingLatino: El mercado está pronto a ponerse verde. Estas listos para la fiesta donde todos están ya liquidados? #BTC https://t.co/z…,1,,Elon Drugs,258,['1638057600-1638144000']
ertane1290,ertane1290,82,351,Sun Dec 12 08:01:39 +0000 2021,768,BTC,ertane1290,ertane1290,"CPSR, RACA, MİNA",Ertann,1639296099,2862030597,RT @CemilSert05: Arkadaşlar bu tweet'i beğenip RT yapan 3 kişiye 500 #CPSR 25.000 #RACA 5 #MİNA coinlerini hediye olarak yollayacağım.…,0,,Ertann,633,['1639267200-1639353600']
furkanberke19,furkanberke19,0,27,Mon Dec 20 08:09:21 +0000 2021,4,BTC,Furkanberke19,Furkanberke19,,Furkan berke,1639987761,1454728333284028417,@ProfesorTurkmen Hocam ne deneniyo 1 günde dolar gerimi dönecek yanlış anlama 15 e düşmesi bile insanlr için alım f… https://t.co/oOchZEBGMb,0,,Furkan berke,88,['1639958400-1640044800']
grezznaw90,grezznaw90,1,4,Mon Dec 20 08:53:01 +0000 2021,1,BTC,grezznaw90,grezznaw90,BTC,grez,1639990381,1472851718010327042,"RT @Chain: Do you like free #BTC ? Don't sleep on this $50,000 Bitcoin giveaway! 8 more contest periods remain! Rules:⛓ Follow @Chain✅…",0,,grez,3,['1639958400-1640044800']
hermantobkw,hermantobkw,20,79,Sun Dec 26 10:54:26 +0000 2021,181,BTC,hermantobkw,hermantobkw,Bitcoin,Hermanto,1640516066,1443787929466277928,RT @OfficialNovixel: Let's giveaway some #Bitcoin the right way!@coinkit_ mon 10 100 $btc,0,,Hermanto,588,['1640476800-1640563200']
mas_karimkhanii,hoseinnzri_1997,2,71,Mon Dec 20 07:56:50 +0000 2021,5,BTC,Hoseinnzri_1997,Mas_karimkhanii,"بیتکوین, متاورس",Masoud Karimkhani,1639987010,1467257991992860682,RT @Mas_karimkhanii: ۲۰ سال پیش، قبل از اینی که اصلا #بیتکوین وجود داشته باشه و حتی اصلا دنیای #متاورس بخواد به وجود اومده باشه، در ایران چ…,0,1097161124204683265,Hossein Mohamadi,19,['1639958400-1640044800']
iecryptotrading,iecryptotrading,21,39,Sun Dec 12 08:10:01 +0000 2021,610,BTC,iecryptotrading,iecryptotrading,,ka,1639296601,2509467704,@btc_dakara 横から失礼ですが、他地域のマイナーとの競争力がないという指摘はどうなんでしょう？これまで人類がみんなで投資してきた化石燃料発電システムに頼ってないんですから。未開の地に公共資財を投じるのは昔からやっていたこ… https://t.co/0qoAYkOK0U,0,,ka,483,['1639267200-1639353600']
imnotmatt_eth,imnotmatt_eth,402,44,Sun Nov 14 20:19:49 +0000 2021,304,ETH,imnotMatt_eth,imnotMatt_eth,,imnotMatt,1636921189,14765119,RT @im_not_art: ❤️❤️❤️,4,,imnotMatt,174,['1636848000-1636934400']
itweet14670008,itweet14670008,889,942,Sun Oct 31 12:43:00 +0000 2021,32754,BTC,iTweet14670008,iTweet14670008,,iHodl 🟩₿⚡️⚡️,1635684180,1357567501828317184,@_jonalonso @MehdiSaadat18 @benedictevans It’s time to get educated and understand that proof of work is the only c… https://t.co/sVBlfw4nAi,9,,iHodl 🟩₿⚡️⚡️,7317,['1635638400-1635724800']
jean_seura,jean_seura,92,268,Sun Nov 28 20:53:41 +0000 2021,125,BTC,jean_seura,jean_seura,"Bitcoin, BitcoinBonds",Jean Seura,1638132821,741810187409952768,"RT @Excellion: If #Bitcoin stays in this range longer, El Salvador will be able to stack more $BTC into their #BitcoinBonds. That means the…",1,,Jean Seura,982,['1638057600-1638144000']
khughbreslin,khughbreslin,9072,5283,Sun Nov 07 18:45:59 +0000 2021,19484,BTC,khughbreslin,khughbreslin,"bitcoin, btc, xrp, XRPCommunity, RippleXRP, ripple",HASHR Capital,1636310759,992225628,RT @xrptwin: #bitcoin #btc #xrp #XRPCommunity #RippleXRP #ripple Who are these gentlemen; wrong answers only ! ! ! https://t.co/J9Zgb744R3,69,,HASHR Capital,10127,['1636243200-1636329600']
kriptobenja,kriptobenja,22955,44,Sun Nov 28 21:37:29 +0000 2021,33,BTC,KriptoBenja,KriptoBenja,,Benja,1638135449,1446557559658319885,BTC %1 yükselmiştir https://t.co/UABnJFfGKz,15,,Benja,71,['1638057600-1638144000']
mario82256825,mario82256825,5,90,Sun Dec 12 07:51:06 +0000 2021,228,BTC,mario82256825,mario82256825,,mario xwsb,1639295466,1454006807266041856,"RT @BlindMummyApes: 💎 GIVEAWAY 💎✔ Follow &amp; RT✔ Join our Discordhttps://t.co/pCnI6nyL7f5 winners, total of 0.5 $BMA.Make sure you hav…",0,,mario xwsb,364,['1639267200-1639353600']
menqhadeh,menqhadeh,113,394,Sun Nov 07 19:01:33 +0000 2021,180,BTC,menqhadeh,menqhadeh,,syd,1636311693,1416922597879549954,RT @jaemcityx: GIVEAWAY $2000 | 28 JUTA RUPIAH | IMAC 27 INC 2020 FOR ONE WINNER !- rt follow me and@btc_nft@Block_Flash @uniswap_gem…,0,,syd,9125,['1636243200-1636329600']
metadesignerz,metadesignerz,4328,195,Mon Dec 20 08:16:56 +0000 2021,325,BTC,metadesignerz,metadesignerz,,metadesignerz,1639988216,1314064263900585985,RT @zhusu: only one but a lion $BTC,0,,metadesignerz,420,['1639958400-1640044800']
metagaming_zone,metagaming_zone,328,0,Sun Nov 28 16:24:14 +0000 2021,24,BTC,MetaGaming_zone,MetaGaming_zone,,MetaGaming official,1638116654,1451606150101749760,🚀 JOIN OUR PROJECT🔥 TOKEN JUST LAUNCHED TODAY🔥 WE GIVE AWAY 100.000.000🔥 OF OUR TOKENS TO 10 LUCKY WINNERS1⃣… https://t.co/CjInRWEhzF,1,,MetaGaming official,24,['1638057600-1638144000']
mphagol,mphagol,82,190,Sun Nov 28 20:54:47 +0000 2021,883,BTC,MphagoL,MphagoL,,Lehlogonolo Mphago,1638132887,318222794,"RT @DaanCrypto: $BTC Liquidity 📚I often use the term ""Liquidity"" in my analysis'.I'll explain how it works and how I use it personally.…",0,,Lehlogonolo Mphago,574,['1638057600-1638144000']
neco59384220,neco59384220,8,39,Sun Nov 07 18:59:32 +0000 2021,2670,BTC,Neco59384220,Neco59384220,,Neco,1636311572,1221044394859646976,RT @proftrader12: $BTC 62500 TEST etti dirence yönelik hareket ediyor bugün fena değildi fan tokenler falan ilk atagi yaptı Özel islerim…,0,,Neco,2829,['1636243200-1636329600']
nickwri63543683,nickwri63543683,58,165,Sun Oct 31 11:56:51 +0000 2021,500,BTC,NickWri63543683,NickWri63543683,,Gem Finder,1635681411,1393441595219800064,RT @VRAmillionaire: Don’t let this market shake you out of your position. Paper hands bring the price down. We know what’s next after pul…,1,,Gem Finder,767,['1635638400-1635724800']
nileshvasava363,nileshvasava363,10,422,Mon Dec 20 08:02:02 +0000 2021,444,BTC,NILESHVASAVA363,NILESHVASAVA363,"Christmas, Doge, BSC, BSCGems, BSCGem, BSCStation, BSCS, BSCGemsAlert, Binance",NILESH VASAVA,1639987322,1202243522092339200,RT @christmasbsc: Our Roadmap's Phase 1 successfuly ended!#Christmas #Doge #BSC #BSCGems #BSCGem #BSCStation #BSCS #BSCGemsAlert #Binance…,1,,NILESH VASAVA,568,['1639958400-1640044800']
ofbosphorus,ofbosphorus,18,68,Sun Nov 07 18:50:03 +0000 2021,199,BTC,OfBosphorus,OfBosphorus,,Lord Of The Bosphorus,1636311003,1244694911011692547,RT @eness_turann: Borsalardaki BTC sayısı gittikçe azalıyor. BTC’nin ön planda olacağı sert bir yükseliş süreci gelebilir.TP1 72.000$TP…,0,,Lord Of The Bosphorus,84,['1636243200-1636329600']
omokiyowo,omokiyowo,301,1984,Sun Nov 07 19:45:41 +0000 2021,1689,BTC,omokiyowo,omokiyowo,,dea🥑,1636314341,1430763642920652804,"RT @Bang_Garr: $500 CRYPTO || 7 JUTA IDR || || one winner || Garangan 20 ||Retweet, follow me and@btc_nft @bitlord_kingWinner will…",0,,dea🥑,5606,['1636243200-1636329600']
rock_man11,rock_man11,39,803,Sun Dec 12 07:12:08 +0000 2021,669,BTC,Rock_Man11,Rock_Man11,IOST,ロックマン,1639293128,1431605730692395012,@BTC_RYOMA @KakeruFxbtc #IOST🤤,2,,ロックマン,1392,['1639267200-1639353600']
selcuk01500,selcuk01500,2,9,Sun Nov 07 19:08:56 +0000 2021,30,BTC,Selcuk01500,Selcuk01500,,Selçuk,1636312136,1422170834345594880,@emrocak_crypto Yani önceki gibi 65 bin dolara btc yi Elon getirmişti şimdide 100 bin dolara getirecek. Sonra da dü… https://t.co/F7v09iAU1K,0,,Selçuk,67,['1636243200-1636329600']
syeliixgbxxn,syeliixgbxxn,1,77,Sun Oct 31 11:58:45 +0000 2021,46,BTC,syeliixgbxxn,syeliixgbxxn,"Bitcoin, Ethereum",syel,1635681525,1454768745457414147,"RT @AshLee93247466: Legend has it, if anyone own seven Bull Cards, Shenlong will appear, and make #Bitcoin hit $100k, #Ethereum hit 20k...t…",0,,syel,130,['1635638400-1635724800']
t_ywte,t_ywte,20,109,Mon Dec 20 08:55:51 +0000 2021,26,BTC,t_ywte,t_ywte,,うさぎ,1639990551,1449573483248189441,RT @Akito_BTC: 🎁 🚀ゲリラ企画 やります🚀🎁🎃５万円を１０名の方にプレゼント🎃💸現金もしくは🪙XRP、BTC(５万円分)(リップル、ビットコイン)✅応募方法１.@Akito_BTC をフォロー２.このツイートをＲＴ🔥抽選は19時半に…,0,,うさぎ,157,['1639958400-1640044800']
thresholde,thresholde,41,587,Sun Dec 05 13:26:21 +0000 2021,12,BTC,Thresholde,Thresholde,,@pi,1638710781,75794213,"RT @Route2FI: In December 2020, $FTM was worth $0.015 and $BTC was worth $28,000Today, one 1 year later,  $FTM is worth $1.66 and $BTC is…",1,,@pi,656,['1638662400-1638748800']
ufuksayin6,ufuksayin6,28,48,Sun Dec 12 07:21:17 +0000 2021,1491,BTC,UfukSayin6,UfukSayin6,"btc, alts",Ufuk Sayin,1639293677,1440440088308027402,RT @CryptosFun: #btc saatlik hedef 51kUmarım yanılmayız ve #alts lar uçar https://t.co/NDEbCgl49Y,0,,Ufuk Sayin,1540,['1639267200-1639353600']
wesley56232530,wesley56232530,16,126,Sun Dec 12 07:38:22 +0000 2021,3377,BTC,Wesley56232530,Wesley56232530,"Crypto, CryptoNews, Bitcoin, BTC, altcoin, altcoins",Wesley,1639294702,1388559111026053128,"RT @kummartofficial: #Crypto #CryptoNews #Bitcoin #BTC #altcoin #altcoins Don’t worry guys, second wave of the altseason is coming. Buy $RL…",0,,Wesley,166,['1639267200-1639353600']
winjaemicityxx,winjaemicityxx,33,560,Sun Dec 26 10:31:22 +0000 2021,674,BTC,winjaemicityxx,winjaemicityxx,"BSC, Binance",Riyani bigwin🤲🏻🍒🍒🍉🍉🍉🍉,1640514682,1438007696041541636,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,0,,Riyani bigwin🤲🏻🍒🍒🍉🍉🍉🍉,822,['1640476800-1640563200']
xuxicityx,xuxicityx,66,821,Sun Dec 26 10:26:34 +0000 2021,605,BTC,xuxicityx,xuxicityx,"BSC, Binance",🍀 Ɗ𝔦αηα◡̈ 🍀,1640514394,1289437163063369732,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,0,,🍀 Ɗ𝔦αηα◡̈ 🍀,2570,['1640476800-1640563200']
y3734545,y3734545,176,77,Sun Dec 26 10:09:44 +0000 2021,6126,BTC,y3734545,y3734545,,黒猫ｸﾛ,1640513384,2600563501,@Akito_BTC 次こそはよろしくお願いいたします🛐,7,,黒猫ｸﾛ,9954,['1640476800-1640563200']
yazi2ra,yazi2ra,90,130,Sun Oct 31 11:30:15 +0000 2021,32,BTC,yazi2ra,yazi2ra,Efinity,Mur_at,1635679815,1047612031,RT @ELMAGICO_PABLO: Enjin ekibinin yeni coini #Efinity takip edilmesi gereken bir projedir. Yakın zamanda tüm feneomenlerin diline dolanaca…,1,,Mur_at,2536,['1635638400-1635724800']
zuknp39o6kgdryn,zuknp39o6kgdryn,318,455,Sun Dec 26 10:46:11 +0000 2021,1880,BTC,ZuKnp39o6kgdRYN,ZuKnp39o6kgdRYN,,ハチ牧場@ダビマス,1640515571,1129790109321056256,RT @ponponnewtype: 前回BTC優勝した後にチーム解散した為、無所属となりました。才能取ったしガチめだよ〜優勝狙うだけでいいよ〜家族優先しなさいよ〜というチームありましたら、お声がけいただきたく存じます。長所はチームの優勝請負人(自称)です。良い報酬欲しいと言え…,2,,ハチ牧場@ダビマス,148,['1640476800-1640563200']
sugarfreelax,0555taha,28,43,Mon Dec 20 07:59:46 +0000 2021,109,BTC,0555Taha,sugarfreelax,,Mustafa,1639987186,1374857200418619395,@trykgvn @silvershaded_ @sugarfreelax @borsaparatic Madem basit örnek vermek gerekiyor 270 btc si olan adam gelip b… https://t.co/Dwj2q99RGC,0,853950921780465665,bal10cuk,642,['1639958400-1640044800']
3nuggets__,3nuggets__,107,2322,Sun Dec 12 07:01:30 +0000 2021,5999,BTC,3nuggets__,3nuggets__,,Donut💤,1639292490,1340117002472460288,RT @GravitonZero: And here we are at over 35k already only 2 hours later 😳The support we are getting from the community is just overwhelm…,1,,Donut💤,18124,['1639267200-1639353600']
3rdjanuary2009,3rdjanuary2009,0,246,Sun Nov 28 20:57:58 +0000 2021,2,BTC,3rdJanuary2009,3rdJanuary2009,"Bitcoin, onchain",A Chancellor on the brink ...,1638133078,88272677,RT @BinkiePondarosa: Weekly summary of 50+ #Bitcoin signals from top #onchain analysts.COLOR CODE:🟩Buy zone 🟨Hold 🟥Sell zone---&gt; ✅TREND:…,0,,A Chancellor on the brink ...,1,['1638057600-1638144000']
419472bca69b43e,419472bca69b43e,203,208,Sun Oct 31 12:38:35 +0000 2021,7673,BTC,419472bca69b43e,419472bca69b43e,,ヨシコシ,1635683915,3163296528,RT @papayapaya_FX: 5日連続プレゼント企画−仮想通貨編−今回の5日間は仮想通貨のプレゼント🎁です【1日目】5万円分の仮想通貨をプレゼントビットコイン（ $BTC ）イーサリアム（ $ETH ）お好きな方を選んで頂けます！参加条件：フォロ…,14,,ヨシコシ,3870,['1635638400-1635724800']
_iona401,_iona401,207,475,Sun Oct 31 12:25:40 +0000 2021,3466,BTC,_Iona401,_Iona401,"Bitcoin, BTC",いおな🥪💎,1635683140,1711684064,"RT @komochi4xamo: 約 1,140 人を超えるメンバーシップ会員にししゃもんは大感謝どん😋#Bitcoin#BTC https://t.co/FXjjaFiQIh",5,,いおな🥪💎,1545,['1635638400-1635724800']
albayrak06burak,albayrak06burak,2,76,Sun Oct 31 11:45:31 +0000 2021,248,BTC,Albayrak06Burak,Albayrak06Burak,Mist,Burak albayrak06,1635680731,1359398783138824192,RT @KriptoSener: #Mist Metaverse ve Gamerverse Framework ve Artırılmış Gerçeklik.  Önümüzdeki haftalarda oyunun yeni gelişimleri sergilenec…,0,,Burak albayrak06,143,['1635638400-1635724800']
aminjoulie,aminjoulie,121,328,Sun Dec 05 13:16:56 +0000 2021,636,BTC,AminJoulie,AminJoulie,btc,Amin Joli,1638710216,1140969140150296576,"RT @cz_binance: Not sure if you guys remember, when #btc was around $3000 (about 2 years ago), every dip was accompanied with articles like…",0,,Amin Joli,726,['1638662400-1638748800']
aytekin_yksel,aytekin_yksel,23,109,Sun Dec 05 13:07:24 +0000 2021,37,BTC,aytekin_yksel,aytekin_yksel,,Aytekin YÜKSEL,1638709644,1501799270,RT @kriptoefendisi_: 🔥ÇEKİLİŞ YAPIYORUM 🔥toplam 4500TL daha hediye edeceğim💵Yapmanız Gereken-Beni Takip Et✅-Tweeti RT Yap ve Beğen ✅…,0,,Aytekin YÜKSEL,16,['1638662400-1638748800']
btc_rehab,btc_rehab,374,2088,Sun Dec 12 07:15:41 +0000 2021,4982,BTC,btc_rehab,btc_rehab,,BTC REHAB,1639293341,4707205604,Should money be sound?,1,,BTC REHAB,2016,['1639267200-1639353600']
cakescelm,chittykwesy5,7,194,Sun Dec 12 08:47:32 +0000 2021,183,ETH,Chittykwesy5,CakesCelm,"Airdrop, Airdrops, Solana, ETH",Celm Cakes,1639298852,1455217872548941825,@InverseApes Great project. waiting for it..@Uc_pearllove @genz_gee @CakesCelm #Airdrop #Airdrops #Solana #ETH… https://t.co/UUM0biRbsW,1,1136992315791290369,Chittykwesy#5024,289,['1639267200-1639353600']
chixniuserthv_,chixniuserthv_,109,4247,Sun Dec 26 10:48:25 +0000 2021,12324,BTC,chixniuserthv_,chixniuserthv_,"BSC, Binance",aia,1640515705,1427979548608528385,RT @AceDCoin: Trading is Live!https://t.co/MMFhMUYffXHyper Deflationary $AceD $BUSD REWARDSVisit: https://t.co/V3sSxDKmrC #BSC #Binance…,1,,aia,29670,['1640476800-1640563200']
rvnmktman1,cryptobullsh1,290,34,Thu Nov 11 15:21:05 +0000 2021,62,ETH2,CRYPTOBULLSH1,rvnmktman1,,Quothing 🅁🅅🄽 🌴🕊,1636644065,1405718656806387714,@PeteMTodd @MangoFarmAssets @RVNsea_ @Cash_Keen @RavencoinT @rvnmktman1 @badguyty @ONTHEBLOK_io @TheMine1500… https://t.co/82nrupkRVe,2,1447996646885785603,CRYPTOBULLSH,134,['1636588800-1636675200']
cryptodavyjones,cryptodavyjones,47,138,Sun Oct 31 11:34:42 +0000 2021,1822,BTC,CryptoDavyJones,CryptoDavyJones,PLX,CryptoDavyJones,1635680082,151035117,@Nftpromote_ Huge! 💲 If you get some #PLX you’ll soon find yourself  with a lot of bags more. Up to 6 tokens in R… https://t.co/izcYEfjSSZ,2,,CryptoDavyJones,983,['1635638400-1635724800']
danieldanai,danieldanai,12,145,Mon Dec 20 08:08:23 +0000 2021,1986,BTC,DanielDanai,DanielDanai,,Daniel,1639987703,1371489047395233794,"@easyeight08 And why is every every altcoins related so much to btc as well, identical charts sometimes",1,,Daniel,133,['1639958400-1640044800']
digitaleshqr1,digitaleshqr1,6,25,Sun Dec 26 10:06:51 +0000 2021,1,BTC,DigitalesHqr1,DigitalesHqr1,,Productos Digitales Hqr1,1640513211,1310303202924023809,🤝 Follow me on @betfury. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform with… https://t.co/U4JBlihe3f,0,,Productos Digitales Hqr1,768,['1640476800-1640563200']
doge_619,doge_619,52,482,Tue Dec 21 19:08:08 +0000 2021,14826,DOGE,doge_619,doge_619,,doge619,1640113688,890006056662736897,RT @lewdfroggo: 👓𝗠𝗼𝗻𝗮 𝗮𝗻𝗱 𝗧𝗿𝗮𝘃𝗶𝘀😳Watch the 𝗙𝗨𝗟𝗟 video here:https://t.co/ObfrB4hnR3🎙️: @ChloeAngelVA 🎙️:@LuckyLucasVA Support me:💚htt…,0,,doge619,11023,['1640044800-1640131200']
eos_bullish,eos_bullish,21,96,Sun Dec 05 13:42:55 +0000 2021,648,BTC,eos_bullish,eos_bullish,"BTC, EOS",EOS,1638711775,1364751964072910848,"RT @BrendanBlumer: Today, wrapped #BTC on #EOS can deliver:✅ Sub-second reliable transactions✅ Low cost computation✅ High throughput✅…",0,,EOS,289,['1638662400-1638748800']
fredric12festus,fredric12festus,2,10,Sun Dec 12 08:47:12 +0000 2021,4,ETH,Fredric12Festus,Fredric12Festus,Airdrop,Hilites,1639298832,1469593465071849475,@InverseApes Nice project and congratulations to the team.@TifeShanks1 @Happychi_10 @alexio_opara #Airdrop… https://t.co/e1bl3dQPXq,1,,Hilites,12,['1639267200-1639353600']
george01617393,george01617393,87,518,Sun Dec 26 10:49:49 +0000 2021,46168,BTC,George01617393,George01617393,,George,1640515789,1303420288273657858,RT @IamCryptoWolf: We’re in the middle of a bull market. Stay focused. $ETH $BTC,2,,George,7510,['1640476800-1640563200']
gigovalonka,gigovalonka,14,92,Sun Dec 05 13:39:31 +0000 2021,991,BTC,GigoValonka,GigoValonka,,Gigo Valonka,1638711571,92825964,RT @DoopieCash: Quick $BTC updateeasy peasy lemon squeezy https://t.co/QT1RNzTdPX,0,,Gigo Valonka,215,['1638662400-1638748800']
gillv16,gillv16,9,166,Sun Nov 28 21:35:00 +0000 2021,1533,BTC,gillv16,gillv16,,Veerraj Gill,1638135300,4859694897,@AlykhanHirjani @BlueCrypto_ Btc makes a higher high at 59500,0,,Veerraj Gill,1277,['1638057600-1638144000']
gin_fn,gin_fn,221,236,Sun Oct 31 12:48:09 +0000 2021,17469,BTC,Gin_fn,Gin_fn,,ぎん🌋,1635684489,1024982226801291264,@nuukun06 @BTC_maguro 俺は美味そうだと思う（真顔）,4,,ぎん🌋,17514,['1635638400-1635724800']
gokayyilmaz88,gokayyilmaz88,5612,221,Mon Dec 20 08:59:19 +0000 2021,3054,BTC,gokayyilmaz88,gokayyilmaz88,,"GÖKAY YILMAZ ""KURT""",1639990759,64408490,@borsaparatic .iktir amk. Btc %10 düşüyor piyasanın anasını sikiyor. Altlar %30 düşüyo amk,4,,"GÖKAY YILMAZ ""KURT""",10678,['1639958400-1640044800']
greatolympus,greatolympus,15,386,Mon Dec 20 08:12:33 +0000 2021,367,BTC,GreatOlympus,GreatOlympus,Giveaway,Olympus,1639987953,1470324515196465152,RT @cryptoandee: 150$💸  #Giveaway💯💰Bedrock is releasing their Staking Platform in 24hours! Last Chance to buy ROCK under $1🌪•Follow @Be…,0,,Olympus,494,['1639958400-1640044800']
harryj81651016,harryj81651016,30,383,Sun Dec 12 08:06:30 +0000 2021,215,BTC,HarryJ81651016,HarryJ81651016,,Harry J,1639296390,1210092563002249217,RT @Titanbarry: Want to trade like a Pro?Here is your final stop!🛑@NwcPublic  services for learning and profitable trading decision pur…,1,,Harry J,337,['1639267200-1639353600']
